Object ID,Last Year's Month,ADDRESS,Primary Category for Calendar,Category,GA,Festival Name,Website,FilmFreeway / Submissions,Date Changes & Cancellations due to COVID-19,Start Date,End Date,City,State,First Submission Deadline,Last Submission Deadline,Oscar Qualifying (Short Subject),Oscar Qualifying (Doc Short),Film Fest Alliance,Category Start,General,Documentary,Short,Women's,LGBTQ+,Jewish,"Black, African, Afr. Am. (etc)","Asian, As. Am. (etc)","Latino, Latin American (etc)","Native American, Indigenous (etc)","Muslim, Arab, Arab Am. (etc)","Misc. Ethnic, Cultural, Foreign Focus (etc)","Genre - (SciFi, Fantasy, Thriller, Horror, etc.)",Horror,Underground,Animation,Comedy,Student,Misc. Niche,"Environment, Outdoor, Adventure, Wildlife","Social Justice, Peace",Children's,Dance,Christian,"Experimental, Video Art (etc)"
565,,"234 S. Main Street Suite 5 Goshen, Indiana 46526 United States",General,General,,River Bend Film Festival,https://www.riverbendfilmfest.com/,https://filmfreeway.com/RiverBendFilmFestival,New Dates: Oct 1-3,4/30/2020,5/2/2020,Goshen,IN,8/31/2019,12/20/2019,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
903,,"112 Maiden Alley, Paducah, Kentucky 42001 United States",General,General,,River's Edge International Film Festival ,http://www.riversedgefilmfestival.com,https://filmfreeway.com/RiversEdgeInternationalFilmFestival,New Dates: Nov 12-15,8/13/2020,8/16/2020,Paducah,KY,1/31/2020,4/30/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
567,,"305 West Fourth Street Suite 1A Winston-Salem, NC 27101 United States",General,General,,RiverRun International Film Festival,https://riverrunfilm.com/,https://filmfreeway.com/RiverRun,"Canceled, hope to schedule mini fests later in year",3/26/2020,4/5/2020,Winston-Salem,NC,9/1/2019,12/1/2019,X,X,x,,x,,,,,,,,,,,,,,,,,,,,,,,,
568,,"Riverside, California 92506 United States",General,General,,Riverside International Film Festival,https://www.riversidefilmfestival.org/,https://filmfreeway.com/RiversideInternationalFilmFestival,,4/11/2020,4/11/2020,Riverside,CA,12/3/2019,2/15/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
569,4,"274 Goodman St. North, Ste. D103 Rochester, NY 14607",Children's,"Short, Children's",,Rochester International Children's Film Festival,https://www.kidsfestroc.org/,https://filmfreeway.com/kidsfestroc,,tbd,tbd,Rochester,NY,tbd,tbd,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,
570,,"900 East Avenue, Rochester, New York 14607",General,General,,Rochester International Film Festival,http://rochesterfilmfest.org/,https://filmfreeway.com/RochesterInternationalFilmFestival,Switched to virtual; June 21-27,6/11/2020,6/13/2020,Rochester,NY,12/1/2019,2/1/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
571,,"450 West Nyack Rd, West Nyack, NY 10994",Jewish,Jewish,,Rockland Jewish Film Festival,https://jccrockland.org/film-festival/,---,Postponed until July,3/29/2020,4/30/2020,West Nyack,NY,---,---,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
572,,"14 Spring Valley Commons Spring Valley, NY 10977 United States",Student,Student,,Rockland Youth Film Festival,http://www.ryff.org/,https://filmfreeway.com/RocklandYouthFilmFestival,Canceled,6/6/2020,6/7/2020,Spring Valley,NY,11/1/2019,11/1/2019,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,
856,11,"106 S. Austin Street Rockport, Texas 78382 United States",General,General,,Rockport Film Festival,http://rockportfilmfestival.com/,https://filmfreeway.com/RockportFilmFestival,,tbd,tbd,Rockport,TX,tbd,tbd,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
573,11,"2727 N Cascade, Colorado Springs, CO 80907",Documentary,"Women's, Documentary",,Rocky Mountain Women's Film Festival ,https://rmwfilminstitute.org/festival,---,,11/13/2020,11/15/2020,Colorado Springs,CO,3/15/2020,6/30/2020,,,x,,,x,,x,,,,,,,,,,,,,,,,,,,,,
988,6,"Los Angeles, CA",Misc. Niche,Misc. Niche,,RomCom Fest,https://www.romcomfest.com,https://www.romcomfest.com/,Postponed until 2021,6/25/2020,6/28/2020,Los Angeles,CA,1/10/2020,4/20/2020,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,
575,11,"3 Central Plaza, # 367 Rome, GA 30161",General,General,,Rome International Film Festival,http://www.riffga.com/,https://filmfreeway.com/RIFF,,11/12/2020,11/15/2020,Rome,GA,3/15/2020,8/15/2020,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,
576,,"232 Third St Suite E-106 Brooklyn, NY 11215 United States",General,General,,Rooftop Films Summer Series,https://www.rooftopfilms.com/,https://filmfreeway.com/RooftopFilms,,5/15/2020,8/21/2020,New York,NY,11/29/2019,2/14/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
577,,"4501 North Main Street, Roswell, New Mexico 88201","Genre - (SciFi, Fantasy, Thriller, Horror, etc.)",Genre,,Roswell Sci-Fi Film Festival,http://www.roswellfilmcon.com/,https://filmfreeway.com/RoswellScififilmfestival,Switched to online: July 3-5,7/3/2020,7/5/2020,Roswell,NM,11/30/2019,2/29/2020,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,
857,,"411 E. Monroe Springfield, IL 62705",General,General,,Route 66 Film Festival,http://route66filmfestival.net,https://filmfreeway.com/Route66FilmFestival,,11/22/2020,11/23/2020,Springfield,IL,4/1/2019,8/22/2019,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
578,,"465 Huntington Avenue, Boston, Massachusetts 02115","Misc. Ethnic, Cultural, Foreign Focus (etc)",Misc. Ethnic/Cultural/Foreign Focus,,"Roxbury International Film Festival, The ",https://www.roxburyinternationalfilmfestival.com/,https://filmfreeway.com/TheRoxburyInternationalFilmFestival,New Dates: Sept 30-Oct 4,6/17/2020,6/27/2020,Boston,MA,1/27/2020,3/9/2020,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,
579,,"200 N. Main Street Royal Oak, MI 48067 United States",General,General,,Royal Starr Film Festival,https://www.royalstarr.org/,https://filmfreeway.com/RoyalStarrFilmFestival,Switched to drive-in & streaming,9/4/2020,9/13/2020,Royal Oak,MI,12/31/2019,5/31/2020,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,
580,,"100 Edgartown Rd., Vineyard Havens, MA 02568","Black, African, Afr. Am. (etc)",Black/African/African American,,"RSF Martha's Vinyard African American Film Festival, The",http://www.mvaaff.com/,https://filmfreeway.com/mvaaff,Switched to online Oct 6-10,8/7/2020,8/15/2020,Vinyard Havens,MA,5/19/2020,5/19/2020,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
758,,"1800 Lakeside Ave, Richmond, Virginia 23228","Environment, Outdoor, Adventure, Wildlife",Environmental/Outdoor/Adventure/Wildlife,,RVA Environmental Film Festival,https://rvaeff.org/,https://filmfreeway.com/RVAEnvironmentalFilmFestival,,2/9/2020,2/9/2020,Richmond,VA,10/1/2019,12/31/2019,,,, ,,,,,,,,,,,,,,,,,,,,x,,,,,
581,11,"Concord, NH 03302",General,General,,S.N.O.B.(Somewhat North of Boston) Film Festival,https://www.snobfilmfestival.com/,https://filmfreeway.com/SNOBFilmFestival,,tbd,tbd,Concord,NH,tbd,tbd,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
582,9,"10423 Ambassador Dr. Rancho Cordova, CA 95670 United States",General,General,,Sacramento Film and Music Festival,http://www.sacfilm.com/,https://filmfreeway.com/SacramentoFilmandMusicFestival,,tbd,tbd,Sacramento,CA,tbd,tbd,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
887,9,"1211 K Street, Sacramento, California 95814 United States",General,General,,Sacramento Film and Music Festival,http://www.sacfilm.com,https://filmfreeway.com/SacramentoFilmandMusicFestival,,tbd,tbd,Sacramento,CA,tbd,tbd,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
583,,"3522 Stockton Boulevard, Sacramento, California 95820",Horror,Horror,,Sacramento Horror Film Festival,https://www.sachorrorfilmfest.com/,https://filmfreeway.com/SacramentoHorrorFilmFestival,,9/19/2020,9/19/2020,Sacramento,CA,9/30/2019,8/31/2020,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,
584,,"1500 West El Camino Ave #362 Sacramento, California 95833-1945 United States",General,General,,Sacramento International Film Festival,https://www.sacramentofilmfestival.com/,https://filmfreeway.com/SacramentoInternationalFilmFestival,,4/25/2020,5/3/2020,Sacramento,CA,5/21/2019,2/1/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
882,,"35 Congress Street, Salem, MA 01970",Documentary,Documentary,,Salem Film Fest,https://salemfilmfest.com/2019/,---,Postponed Indefinitely,3/20/2020,3/29/2020,Salem,MA,tbd,tbd,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,
933,8,"1763 North Gower Street, Los Angeles, California 90028 United States",Short,Short,,Salute Your Shorts,http://saluteyourshortsfest.com,https://filmfreeway.com/SaluteYourShortsFest,Switched to drive-in & virtual Aug 21 - Sept 5,8/21/2020,8/23/2020,Los Angeles,CA,1/26/2020,6/21/2020,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,
585,7,"723 S. Brazos Street San Antonio, Texas 78207 United States",General,General,,San Antonio Cinefestival,http://www.guadalupeculturalarts.org/cinefestival/,https://filmfreeway.com/SanAntonioCineFestival,,tbd,tbd,San Antonio,TX,tbd,tbd,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
586,,"8452 Fredericksburg Rd PMB #264 San Antonio, TX 78229 United States",General,General,,San Antonio Film Festival,http://safilm.com/,https://filmfreeway.com/SAFILM,New Dates: Aug 4-9,7/28/2020,8/2/2020,San Antonio,TX,11/8/2019,4/17/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
858,10,"2623 SE Military Dr, San Antonio, TX 78223",LGBTQ+,LGBTQ+,,San Antonio QFest,http://www.pridesanantonio.org/qfest-film-festival.html,https://filmfreeway.com/SanAntonioQFest,,tbd,tbd,San Antonio,TX,tbd,tbd,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,
587,,"2467 Marilouise Way San Diego, CA 92103 United States","Muslim, Arab, Arab Am. (etc)",Muslim/Arab/Arab American,,San Diego Arab Film Festival,http://sandiegoaff.org/,https://filmfreeway.com/SanDiegoArabFilmFestival,New Dates: June 19-28,3/27/2020,4/4/2020,San Diego,CA,9/15/2019,10/15/2019,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,
797,11,"2508 Historic Decatur Road, San Diego, CA 92106","Asian, As. Am. (etc)",Asian/Asian American,,San Diego Asian Film Festival,https://sdaff.org,https://filmfreeway.com/SanDiegoAsianFilmFestival,,11/7/2020,11/7/2020,San Diego,CA,3/30/2020,6/25/2020,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,
588,,"220 West G. Street, San Diego, CA 92101","Black, African, Afr. Am. (etc)",Black/African/African American,,San Diego Black Film Festival,http://www.sdbff.com/,https://filmfreeway.com/SANDIEGOBLACKFILMFESTIVAL,,1/29/2020,2/2/2020,San Diego,CA,10/14/2019,12/20/2019,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
589,10,"2683 Via de la Valle, Suite G210 Del Mar, CA 92014 United States",General,General,,San Diego International Film Festival,https://sdfilmfest.com/,https://filmfreeway.com/SanDiegoFilmFestival,,10/13/2020,10/18/2020,San Diego,CA,3/13/2020,7/13/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
590,8,"1775 Dove Lane Carlsbad, CA 92011",Children's,Children's,,San Diego International Kids Film Festival,https://www.sdkidsfilms.org/,https://filmfreeway.com/SDIKFF,Postponed to Oct or Nov,8/21/2020,8/23/2020,San Diego,CA,2/10/2020,7/31/2020,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,
591,,"4126 Executive Drive La Jolla, CA 92037-1348 United States",Jewish,Jewish,,San Diego Jewish Film Festival,https://www.sdcjc.org/sdjff/,https://filmfreeway.com/SanDiegoJewishFilmFestival,,2/12/2020,2/23/2020,San Diego,CA,9/1/2019,9/1/2019,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
592,,"2921 El Cajon Boulevard San Diego, CA 92105 United States","Latino, Latin American (etc)",Latino/Latin American,,San Diego Latino Film Festival,http://sdlatinofilm.com/,https://filmfreeway.com/SanDiegoLatinoFilmFestival,Postponed,3/12/2020,3/22/2020,San Diego,CA,9/13/2019,11/15/2019,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,
593,,"565 Pearl Street #100 La Jolla, CA 92037 United States",Misc. Niche,Misc. Niche,,San Diego Surf Film Festival,http://sdsurffilmfestival.com/,https://filmfreeway.com/SanDiegoSurfFilmFestival,Postponed,5/7/2020,5/9/2020,San Diego,CA,3/20/2020,3/20/2020,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,
594,,"930 Tenth Avenue, San Diego, California 92101",Underground,Underground,,San Diego Underground Film Festival,https://www.sdundergroundarts.org/,https://filmfreeway.com/SanDiegoUndergroundFilmFestival,New Dates: Dec 4-6,8/20/2020,8/23/2020,San Diego,CA,12/1/2019,6/21/2020,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,
986,10,"San Diego, CA",Misc. Niche,"Misc. Niche, Environment, Outdoor, Adventure, Wildlife",,San Diego UnderSea Film Exhibition,https://www.sdufex.com,https://filmfreeway.com/SanDiegoUnderSeaFilmExhibition,,tbd,tbd,San Diego,CA,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,
595,,"San Francisco, CA 94115","Black, African, Afr. Am. (etc)",Black/African/African American,,San Francisco Black Film Festival,http://sfbff.org/wordpress/,https://filmfreeway.com/sfbff,Switched to virtual,6/11/2020,6/14/2020,San Francisco,CA,12/1/2019,3/1/2020,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
596,,"2440 16th St #107 San Francisco, CA 93103 United States",Documentary,Documentary,,San Francisco Documentary Festival,http://sfindie.com/,https://filmfreeway.com/SanFranciscoDocumentaryFestival,Postponed; New dates TBD,6/4/2020,6/18/2020,San Francisco,CA,12/7/2019,4/1/2020,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,
597,,"588 Sutter St. #103 San Francisco, CA 94102",General,General,,San Francisco Frozen Film Festival,https://www.frozenfilmfestival.com/,https://filmfreeway.com/FrozenFilmFestival,Switched ot online - July 8-13,7/17/2020,7/21/2020,San Francisco,CA,8/31/2019,5/31/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
598,10,"600 Embarcadero St San Francisco,, CA 94107","Misc. Ethnic, Cultural, Foreign Focus (etc)",Misc. Ethnic/Cultural/Foreign Focus,,San Francisco Greek Film Festival,http://grfilm.com/,https://filmfreeway.com/SanFranciscoGreekFilmFestival,,10/17/2020,10/24/2020,San Francisco,CA,5/1/2020,5/22/2020,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,
1002,9,"429 Castro Street, San Francisco, California 94114 United States","Environment, Outdoor, Adventure, Wildlife","Environment, Outdoor, Adventure, Wildlife",,San Francisco Green Film Festival,https://www.greenfilmfest.org,https://filmfreeway.com/GreenFilmFest,,9/10/2020,9/20/2020,San Francisco,CA,2/23/2020,4/5/2020,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,
599,,"2440 16th St #107, San Francisco, CA 94103",General,General,,San Francisco Independent Film Festival,http://sfindie.com/festivals/sf-indiefest/,https://filmfreeway.com/SFIndieFest,,1/30/2020,2/13/2020,San Francisco,CA,6/1/2019,11/1/2019,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,
943,,"1746 Post Street, San Francisco, California 94115 United States",Short,Short,,San Francisco Independent Short Film Festival,https://sfindie.com,https://filmfreeway.com/SFIndieShorts,,9/25/2020,9/27/2020,San Francisco,CA,3/1/2020,8/14/2020,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,
600,,"39 Mesa Street, Suite 110, San Francisco, CA 94129",General,General,,San Francisco International Film Festival,https://www.sffilm.org,https://filmfreeway.com/SFFILMFestival,Canceled,4/8/2020,4/21/2020,San Francisco,CA,10/7/2019,12/9/2019,X,X,,,x,,,,,,,,,,,,,,,,,,,,,,,,
601,,"145 Ninth Street, #300, San Francisco, CA 94103 ",LGBTQ+,LGBTQ+,,San Francisco International LGBTQ+ Film Festival,https://www.frameline.org/,https://filmfreeway.com/Frameline,Postponed (fall dates TBD),6/18/2020,6/28/2020,San Francisco,CA,12/10/2019,2/29/2020,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,
602,10,"561 San Mateo Ave., San Bruno, California 94066 United States",Misc. Niche,Misc. Niche,,San Francisco International New Concept Film Festival,http://www.sfnewfilm.org/,https://filmfreeway.com/SanFranciscoInternationalNewConceptFilmFestival,,10/26/2020,11/1/2020,San Bruno,CA,12/31/2019,8/31/2020,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,
603,,"145 Ninth Street Suite 200 San Francisco, CA 94103",Jewish,Jewish,,San Francisco Jewish Film Festival,https://jfi.org/film-festival,https://filmfreeway.com/SanFranciscoJewishFilmFestival,New Dates: Jul 16-19,7/16/2020,8/2/2020,San Francisco,CA,2/10/2020,2/10/2020,,X,,,,,,,,x,,,,,,,,,,,,,,,,,,,
604,5,"2309 Noriega St. #45 SAN FRANCISCO, CA 94132 United States",General,General,,San Francisco Sex Workers Film & Arts Festival,http://www.sexworkerfest.com/,https://filmfreeway.com/SanFranciscoSexWorkerFilmandArtsFestival,,tbd,tbd,San Francisco,CA,tbd,tbd,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
605,11,"San Francisco, CA 04146-0670",LGBTQ+,LGBTQ+,,San Francisco Transgender Film Festival,http://sftff.org/,https://filmfreeway.com/SanFranciscoTransgenderFilmFestival,,11/12/2020,11/15/2020,San Francisco,CA,8/1/2020,8/21/2020,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,
826,,"100 Larkin Street, San Francisco, CA 94102",Misc. Niche,Misc. Niche,,San Francisco Veterans Film Festival,https://www.sfveteransfilmfestival.org/,https://filmfreeway.com/SanFranciscoVeteransFilmFestival,,11/7/2020,11/8/2020,San Francisco,CA,4/1/2020,8/20/2020,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,
606,10,"3088 Olsen Drive, San Jose, California 95128",Short,Short,,San Jose International Short Film Festival,https://www.sjsff.com/,https://filmfreeway.com/sjsff,,10/22/2020,10/25/2020,San Jose,CA,2/29/2020,6/30/2020,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,
607,,"San Luis Obispo, CA, 93406",General,General,,San Luis Obispo International Film Festival,https://slofilmfest.org/,https://filmfreeway.com/slofilmfest,Canceled,3/17/2020,3/22/2020,San Luis Obispo,CA,9/9/2019,12/2/2019,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,
608,,"817 Palm St, San Luis Obispo, CA 93401",Jewish,Jewish,,San Luis Obispo Jewish Film Festival,http://www.jccslo.com/slojff.html,---,,1/2/2020,1/5/2020,San Luis Obispo,CA,---,---,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
609,,"303 S. Pacific Ave #102 San Pedro, CA 90731 United States",General,General,,San Pedro International Film Festival,http://spiffest.org/,https://filmfreeway.com/SPIFFest,,11/5/2020,11/8/2020,San Pedro,CA,1/31/2020,7/31/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
610,11,"300 N 1st Ave, Sandpoint, Idaho 83864",Short,Short,,Sandpoint Film Festival,http://sandpointfilmfestival.com/,https://filmfreeway.com/SandpointFilmFestival,,tbd,tbd,Sandpoint,ID,tbd,tbd,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,
930,11,"Boulder, Colorado United States",Dance,"Dance, Short",,Sans Souci Festival of Dance Cinema,https://sanssoucifest.org,https://filmfreeway.com/SansSouciFest,Switched to virtual & drive-in Sept & Oct,8/13/2020,11/30/2020,Boulder,CO,2/29/2020,4/9/2020,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,
611,,"1528 Chapala Street Suite 203 Santa Barbara, CA 93101 United States",General,General,,Santa Barbara International Film Festival,http://sbiff.org/,https://filmfreeway.com/SBIFF,,1/15/2020,1/25/2020,Santa Barbara,CA,7/12/2019,11/15/2019,X,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
612,,"524 Chapala St. Santa Barbara, CA 93101 United States",Jewish,Jewish,,Santa Barbara Jewish Film Festival,https://www.sbjewishfilmfestival.org/,https://filmfreeway.com/SBJFF,New Dates: Aug 19-23,3/11/2020,3/15/2020,Santa Barbara,CA,9/27/2019,11/30/2019,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
613,10,"1050 River St., Studio 118 Santa Cruz, CA 95060 United States",General,General,,Santa Cruz Film Festival,https://www.santacruzfilmfestival.org/,https://filmfreeway.com/SantaCruzFilmFestival,,10/13/2020,10/18/2020,Santa Cruz,CA,3/15/2020,6/5/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
614,,"60 E. San Francisco Street, Suite 307 Santa Fe, NM 87501 United States",General,General,,Santa Fe Film Festival,http://www.santafefilmfestival.com/,https://filmfreeway.com/TheSantaFeFilmFestival,,2/12/2020,2/16/2020,Santa Fe,NM,5/6/2019,11/4/2019,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
615,,"418 Montezuma Suite 22 Santa Fe, NM 87501 United States",General,General,,Santa Fe Independent Film Festival,http://santafeindependentfilmfestival.com/,https://filmfreeway.com/SantaFeIndependentFilmFestival,Switched to virtual & drive-in,10/14/2020,10/18/2020,Santa Fe,NM,3/4/2020,7/16/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
616,,"601 Santa Monica Blvd, Santa Monica, CA 90401",General,General,,Santa Monica International Film Festival,https://www.smff.org/,https://filmfreeway.com/santamonica,,11/30/2020,11/30/2020,Santa Monica,CA,2/15/2019,10/7/2019,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
617,6,"1130 Lincoln Blvd. Santa Monica, CA 90403 United States",Student,"Short, Student",,Santa Monica International Teen Film Festival,https://www.smgov.net/teenfilmfest/,https://filmfreeway.com/SAMOTeenFilmFest,,tbd,tbd,Santa Monica,CA,tbd,tbd,,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,
618,,"332 Cocoanut Avenue Sarasota, Florida 34236 United States",General,General,,Sarasota Film Festival,https://www.sarasotafilmfestival.com/,https://filmfreeway.com/SarasotaFilmFestival,Postponed,3/27/2020,4/5/2020,Sarasota,FL,8/31/2019,11/25/2019,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
619,,"216 E. Broughton St., Savannah, Georgia 31401",General,General,,Savannah Film Festival,http://filmfest.scad.edu/,https://filmfreeway.com/SCADSavannahFilmFestival,,10/24/2020,10/31/2020,Savannah,GA,3/31/2020,6/30/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
620,1,"5111 Abercorn Street Savannah, GA 31405 United States",Jewish,Jewish,,Savannah Jewish Film Festival,https://www.savannahjea.org/sample/home-1a/community-programs,https://filmfreeway.com/SavannahJewishFilmFestival,,tbd,tbd,Savannah,GA,tbd,tbd,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
621,,"1700 N. Charles st. Baltimore, MD 21201 United States",Short,"Short, Misc. Niche",,Say It Loud Film Festival,https://sayitloudfilmfestival.com/,https://filmfreeway.com/SayItLoudFilmFestival,New Date: Sept 19,7/18/2020,7/18/2020,Baltimore,MD,1/18/2020,5/9/2020,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,
622,,"104 MEADOW RIVER DR Liverpool, NY 13090 United States",Horror,Horror,,Scare-A-Con Film Festival,http://scareacon.com/,https://filmfreeway.com/ScareAConFilmFestival,,10/16/2020,10/18/2020,Liverpool,NY,1/15/2020,8/5/2020,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,
920,,"805 East Pine Street, Seattle, Washington 98122 United States","Genre - (SciFi, Fantasy, Thriller, Horror, etc.)","Short, Genre - (SciFi, Fantasy, Thriller, Horror, etc.)",,Science Fiction and Fantasy Short Film Festival,https://www.mopop.org/sffsff ,https://filmfreeway.com/SFFSFFseattle,New Dates: Aug 1-2,3/28/2020,3/28/2020,Seattle,WA,8/19/2019,10/14/2019,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,
623,11,"2101 N 69th Pl Scottsdale, Arizona 85257 United States",General,General,,Scottsdale International Film Festival,https://www.scottsdalefilmfestival.com/,https://filmfreeway.com/ScottsdaleInternationalFilmFestival,,11/6/2020,11/15/2020,Scottsdale,AZ,4/6/2020,8/3/2020,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
1024,,"25 Harbor Shore Drive, Boston, Massachusetts 02210",Student,Student,,Scout Film Festival,http://scoutfilmfestival.org,https://filmfreeway.com/ScoutFilmFestival/,Postponed until fall (with some online programming during original dates),4/16/2020,4/18/2020,Boston,MA,10/11/2019,1/10/2020,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,
807,10,"6801 Hollywood Blvd. Hollywood, CA 90028",Horror,Horror,,Screamfest Horror Film Festival,https://screamfestla.com/,https://filmfreeway.com/ScreamfestHorrorFilmFestival,,10/6/2020,10/15/2020,Hollywood,CA,4/15/2020,8/4/2020,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,
624,,"1515 12th Avenue, Seattle, Washington 98122","Asian, As. Am. (etc)",Asian/Asian American,,Seattle Asian American Film Festival ,http://seattleaaff.org/2018/,https://filmfreeway.com/SeattleAsianAmericanFilmFestival,,2/20/2020,2/23/2020,Seattle,WA,10/1/2019,10/31/2019,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,
353,,"104 17th Ave S Seattle, WA 98144 United States","Black, African, Afr. Am. (etc)",Black/African/African American,,Seattle Black Film Festival,https://www.langstonseattle.org/lhaaff/,https://filmfreeway.com/SeattleBlackFilmFestival,New Dates: July 9-12,4/23/2020,4/26/2020,Seattle,WA,11/25/2019,1/5/2020,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
625,,"305 Harrison Street, WA 98109",General,General,,Seattle International Film Festival,https://www.siff.net/,https://filmfreeway.com/SIFF,Canceled,5/14/2020,6/7/2020,Seattle,WA,10/4/2019,1/31/2020,X,X,x,,x,,,,,,,,,,,,,,,,,,,,,,,,
626,,"3801 E. Mercer Way, Mercer Island WA 98040",Jewish,Jewish,,Seattle Jewish Film Festival,http://www.seattlejewishfilmfestival.org/,https://filmfreeway.com/SeattleJewishFilmFestival,Postponed,3/21/2020,4/5/2020,Mercer Island,WA,6/30/2019,11/1/2019,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
627,,"4329 University Way Northeast, Seattle, Washington 98105","Latino, Latin American (etc)",Latino/Latin American,,Seattle Latino Film Festival,https://www.slatinoff.org/,https://filmfreeway.com/SeattleLatinoFilmFestival-1480669,,10/9/2020,10/17/2020,Seattle,WA,3/10/2020,6/10/2020,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,
971,10,"511 Queen Anne Avenue North, Seattle, Washington 98109 United States","Misc. Ethnic, Cultural, Foreign Focus (etc)","Misc. Ethnic, Cultural, Foreign Focus (etc)",,Seattle Polish Film Festival,http://www.polishfilms.org,https://filmfreeway.com/PolishFilmFestivalSeattle,,tbd,tbd,Seattle,WA,tbd,tbd,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,
818,10,"805 E Pine St, Seattle, WA 98122",LGBTQ+,LGBTQ+,,Seattle Queer Film Festival,https://threedollarbillcinema.org/seaqueerfilmfest,https://filmfreeway.com/sqff,,tbd,tbd,Seattle,WA,tbd,tbd,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,
